순위,단어,품사,초성,은이-는가
271,당시,명,ㄷㅅ,1
217,당신,대,ㄷㅅ,0
1320,당장,명,ㄷㅈ,0
9091,대,명,ㄷ,1
3229,대가,명,ㄷㄱ,1
4124,대개,명,ㄷㄱ,1
5000,대구,고,ㄷㄱ,1
1878,대규모,명,ㄷㄱㅁ,1
2174,대기,명,ㄷㄱ,1
2406,대기업,명,ㄷㄱㅇ,0
5092,대낮,명,ㄷㄴ,0
3683,대다수,명,ㄷㄷㅅ,1
1453,대답,명,ㄷㄷ,0
4051,대도시,명,ㄷㄷㅅ,1
2795,대량,명,ㄷㄹ,0
2995,대륙,명,ㄷㄹ,0
2333,대문,명,ㄷㅁ,0
391,대부분,명,ㄷㅂㅂ,0
4990,대비,명,ㄷㅂ,1
5471,대사,명,ㄷㅅ,1
4193,대사,명,ㄷㅅ,1
5883,대사관,명,ㄷㅅㄱ,0
8710,대상자,명,ㄷㅅㅈ,1
655,대신,명,ㄷㅅ,0
2038,대응,명,ㄷㅇ,0
8043,대입,명,ㄷㅇ,0
5000,대전,고,ㄷㅈ,0
5339,대접,명,ㄷㅈ,0
808,대중,명,ㄷㅈ,0
9527,대중교통,명,ㄷㅈㄱㅌ,0
2439,대중문화,명,ㄷㅈㅁㅎ,1
11691,대중적,명,ㄷㅈㅈ,0
744,대책,명,ㄷㅊ,0
2954,대출,명,ㄷㅊ,0
128,대통령,명,ㄷㅌㄹ,0
482,대표,명,ㄷㅍ,1
1760,대표적,명,ㄷㅍㅈ,0
261,대학,명,ㄷㅎ,0
4416,대학교,명,ㄷㅎㄱ,1
7487,대학교수,명,ㄷㅎㄱㅅ,1
5000,대학로,고,ㄷㅎㄹ,1
1944,대학생,명,ㄷㅎㅅ,0
3268,대학원,명,ㄷㅎㅇ,0
5000,대한민국,고,ㄷㅎㅁㄱ,0
3183,대합실,명,ㄷㅎㅅ,0
1589,대형,명,ㄷㅎ,0
699,대화,명,ㄷㅎ,1
485,대회,명,ㄷㅎ,1
1867,댁,명,ㄷ,0
3402,댐,명,ㄷ,0
3230,더위,명,ㄷㅇ,1
2955,덕,명,ㄷ,0
2892,덕분,명,ㄷㅂ,0
5000,덕수궁,고,ㄷㅅㄱ,0
3403,덩어리,명,ㄷㅇㄹ,1
5598,데이트,명,ㄷㅇㅌ,1
3141,도,명,ㄷ,1
3800,도,명,ㄷ,1
2408,도구,명,ㄷㄱ,1
3861,도덕,명,ㄷㄷ,0
4052,도둑,명,ㄷㄷ,0
1773,도로,명,ㄷㄹ,1
8045,도마,명,ㄷㅁ,1
6572,도망,명,ㄷㅁ,0
1732,도서관,명,ㄷㅅㄱ,0
423,도시,명,ㄷㅅ,1
3633,도시락,명,ㄷㅅㄹ,0
4993,도심,명,ㄷㅅ,0
714,도움,명,ㄷㅇ,0
6042,도움말,명,ㄷㅇㅁ,0
2195,도입,명,ㄷㅇ,0
5095,도자기,명,ㄷㅈㄱ,1
12423,도장,명,ㄷㅈ,0
4054,도전,명,ㄷㅈ,0
2859,도중,명,ㄷㅈ,0
9103,도착,명,ㄷㅊ,0
5000,도쿄(동경),고,ㄷㅋ,1
16709,독감,명,ㄷㄱ,0
2175,독립,명,ㄷㄹ,0
4196,독서,명,ㄷㅅ,1
5000,독일,고,ㄷㅇ,0
13235,독일어,명,ㄷㅇㅇ,1
5886,독창적,명,ㄷㅊㅈ,0
140,돈,명,ㄷ,0
1375,돌,명,ㄷ,0
5096,돌멩이,명,ㄷㅁㅇ,1
8718,동그라미,명,ㄷㄱㄹㅁ,1
6575,동기,명,ㄷㄱ,1
2232,동기,명,ㄷㄱ,1
793,동네,명,ㄷㄴ,1
5000,동대문,고,ㄷㄷㅁ,0
5000,동대문시장,고,ㄷㄷㅁㅅㅈ,0
1774,동료,명,ㄷㄹ,1
1294,동물,명,ㄷㅁ,0
12428,동물원,명,ㄷㅁㅇ,0
3862,동부,명,ㄷㅂ,1
602,동생,명,ㄷㅅ,0
5742,동서,명,ㄷㅅ,1
14242,동서남북,명,ㄷㅅㄴㅂ,0
529,동시,명,ㄷㅅ,1
3920,동아리,명,ㄷㅇㄹ,1
214,동안,명,ㄷㅇ,0
3111,동양,명,ㄷㅇ,0
15425,동양인,명,ㄷㅇㅇ,0
3737,동의,명,ㄷㅇ,1
1815,동작,명,ㄷㅈ,0
4503,동전,명,ㄷㅈ,0
2569,동쪽,명,ㄷㅉ,0
5341,동창,명,ㄷㅊ,0
3112,동포,명,ㄷㅍ,1
2796,동행,명,ㄷㅎ,0
2826,동화,명,ㄷㅎ,1
8050,동화책,명,ㄷㅎㅊ,0
2893,돼지,명,ㄷㅈ,1
4418,돼지고기,명,ㄷㅈㄱㄱ,1
4994,된장,명,ㄷㅈ,0
10482,된장찌개,명,ㄷㅈㅉㄱ,1
5099,두께,명,ㄷㄲ,1
3404,두뇌,명,ㄷㄴ,1
3466,두려움,명,ㄷㄹㅇ,0
5603,두부,명,ㄷㅂ,1
6394,두통,명,ㄷㅌ,0
575,둘,수,ㄷ,0
1660,둘째,수,ㄷㅉ,1
2497,둥지,명,ㄷㅈ,1
87,뒤,명,ㄷ,1
5100,뒤쪽,명,ㄷㅉ,0
6989,뒤편,명,ㄷㅍ,0
9992,뒷골목,명,ㄷㄱㅁ,0
3863,뒷모습,명,ㄷㅁㅅ,0
7497,뒷문,명,ㄷㅁ,0
6046,뒷산,명,ㄷㅅ,0
1237,드라마,명,ㄷㄹㅁ,1
2797,들,명,ㄷ,0
1019,등,명,ㄷ,0
3273,등록,명,ㄷㄹ,0
7221,등록금,명,ㄷㄹㄱ,0
4268,등록증,명,ㄷㄹㅈ,0
4996,등산,명,ㄷㅅ,0
8355,등산로,명,ㄷㅅㄹ,1
3035,등장,명,ㄷㅈ,0
3274,디스크,명,ㄷㅅㅋ,1
9995,디자이너,명,ㄷㅈㅇㄴ,1
3036,디자인,명,ㄷㅈㅇ,0
26587,따님,명,ㄸㄴ,0
625,딸,명,ㄸ,0
8053,딸기,명,ㄸㄱ,1
7500,딸아이,명,ㄸㅇㅇ,1
1399,땀,명,ㄸ,0
321,땅,명,ㄸ,0
8054,땅바닥,명,ㄸㅂㄷ,0
4201,땅속,명,ㄸㅅ,0
6215,땅콩,명,ㄸㅋ,0
19,때,명,ㄸ,1
5475,때,명,ㄸ,1
1443,떡,명,ㄸ,0
18402,떡국,명,ㄸㄱ,0
13255,떡볶이,명,ㄸㅂㅇ,1
2798,떼,명,ㄸ,1
4338,뚜껑,명,ㄸㄲ,0
6218,뜰,명,ㄸ,0
296,뜻,명,ㄸ,0
4420,뜻밖,명,ㄸㅂ,0
1571,라디오,명,ㄹㄷㅇ,1
2623,라면,명,ㄹㅁ,0
5606,라운드,명,ㄹㅇㄷ,1
10002,라이벌,명,ㄹㅇㅂ,0
6781,라이터,명,ㄹㅇㅌ,1
5202,라인,명,ㄹㅇ,0
9544,라켓,명,ㄹㅋ,0
5000,러시아,고,ㄹㅅㅇ,1
5000,런던,고,ㄹㄷ,0
7503,레몬,명,ㄹㅁ,0
5892,레스토랑,명,ㄹㅅㅌㄹ,0
8731,레이저,명,ㄹㅇㅈ,1
9115,레저,명,ㄹㅈ,1
5203,렌즈,명,ㄹㅈ,1
5893,로봇,명,ㄹㅂ,0
9116,로터리,명,ㄹㅌㄹ,1
3802,리그,명,ㄹㄱ,1
2998,리듬,명,ㄹㄷ,0
3316,마누라,명,ㅁㄴㄹ,1
1740,마늘,명,ㅁㄴ,0
1617,마당,명,ㅁㄷ,0
3037,마디,명,ㅁㄷ,1
7756,마라톤,명,ㅁㄹㅌ,0
2233,마련,명,ㅁㄹ,0
2441,마루,명,ㅁㄹ,1
3740,마무리,명,ㅁㅁㄹ,1
8358,마사지,명,ㅁㅅㅈ,1
4508,마약,명,ㅁㅇ,0
9547,마요네즈,명,ㅁㅇㄴㅈ,1
480,마을,명,ㅁㅇ,0
148,마음,명,ㅁㅇ,0
5608,마음가짐,명,ㅁㅇㄱㅈ,0
2212,마음속,명,ㅁㅇㅅ,0
7225,마음씨,명,ㅁㅇㅆ,1
3803,마이크,명,ㅁㅇㅋ,1
8736,마중,명,ㅁㅈ,0
626,마지막,명,ㅁㅈㅁ,0
545,마찬가지,명,ㅁㅊㄱㅈ,1
4997,마찰,명,ㅁㅊ,0
4998,마크,명,ㅁㅋ,1
9548,마흔,수,ㅁㅎ,0
4421,막걸리,명,ㅁㄱㄹ,1
4269,막내,명,ㅁㄴ,1
8359,만,수,ㅁ,0
2572,만남,명,ㅁㄴ,0
16774,만두,명,ㅁㄷ,1
9549,만세,명,ㅁㅅ,1
1134,만약,명,ㅁㅇ,0
1761,만일,명,ㅁㅇ,0
5896,만점,명,ㅁㅈ,0
4999,만족,명,ㅁㅈ,0
2059,만화,명,ㅁㅎ,1
9551,만화가,명,ㅁㅎㄱ,1
28,말,명,ㅁ,0
2624,말,명,ㅁ,0
3144,말기,명,ㅁㄱ,1
812,말씀,명,ㅁㅆ,0
5746,말투,명,ㅁㅌ,1
3923,맘,명,ㅁ,0
390,맛,명,ㅁ,0
4888,망원경,명,ㅁㅇㄱ,0
5344,맞은편,명,ㅁㅇㅍ,0
5476,매,명,ㅁ,1
4690,매너,명,ㅁㄴ,1
2409,매력,명,ㅁㄹ,0
7759,매스컴,명,ㅁㅅㅋ,0
6784,매일,명,ㅁㅇ,0
3185,매장,명,ㅁㅈ,0
1345,매체,명,ㅁㅊ,1
2861,맥주,명,ㅁㅈ,1
288,머리,명,ㅁㄹ,1
9554,머리말,명,ㅁㄹㅁ,0
3983,머리카락,명,ㅁㄹㅋㄹ,0
5610,머리칼,명,ㅁㄹㅋ,0
2178,머릿속,명,ㅁㄹㅅ,0
3686,먹이,명,ㅁㅇ,1
2958,먼지,명,ㅁㅈ,1
5346,멋,명,ㅁ,0
5002,메뉴,명,ㅁㄴ,1
7231,메모,명,ㅁㅁ,1
3526,메시지,명,ㅁㅅㅈ,1
23197,메일,명,ㅁㅇ,0
2923,며느리,명,ㅁㄴㄹ,1
1021,며칠,명,ㅁㅊ,0
4058,면,명,ㅁ,0
643,면,명,ㅁ,0
5347,면,명,ㅁ,0
5481,면담,명,ㅁㄷ,0
3806,면적,명,ㅁㅈ,0
9555,면접,명,ㅁㅈ,0
5207,멸치,명,ㅁㅊ,1
6222,명단,명,ㅁㄷ,0
2311,명령,명,ㅁㄹ,0
5748,명령어,명,ㅁㄹㅇ,1
2470,명예,명,ㅁㅇ,1
3578,명의,명,ㅁㅇ,1
3926,명절,명,ㅁㅈ,0
3187,명칭,명,ㅁㅊ,0
9557,명함,명,ㅁㅎ,0
3743,몇,수,ㅁ,0
2095,모,대,ㅁ,1
6582,모기,명,ㅁㄱ,1
3000,모니터,명,ㅁㄴㅌ,1
1840,모델,명,ㅁㄷ,0
708,모두,명,ㅁㄷ,1
2862,모래,명,ㅁㄹ,1
12460,모레,명,ㅁㄹ,1
4890,모범,명,ㅁㅂ,0
164,모습,명,ㅁㅅ,0
464,모양,명,ㅁㅇ,0
906,모임,명,ㅁㅇ,0
4059,모자,명,ㅁㅈ,1
5485,모집,명,ㅁㅈ,0
5486,모퉁이,명,ㅁㅌㅇ,1
1230,목,명,ㅁ,0
10505,목걸이,명,ㅁㄱㅇ,1
4340,목록,명,ㅁㄹ,0
2523,목사,명,ㅁㅅ,1
486,목소리,명,ㅁㅅㄹ,1
1973,목숨,명,ㅁㅅ,0
11099,목요일,명,ㅁㅇㅇ,0
3808,목욕,명,ㅁㅇ,0
5749,목욕탕,명,ㅁㅇㅌ,0
740,목적,명,ㅁㅈ,0
1036,목표,명,ㅁㅍ,1
156,몸,명,ㅁ,0
7238,몸매,명,ㅁㅁ,1
7239,몸무게,명,ㅁㅁㄱ,1
8364,몸살,명,ㅁㅅ,0
9558,몸속,명,ㅁㅅ,0
3636,몸짓,명,ㅁㅈ,0
3744,몸통,명,ㅁㅌ,0
3745,못,명,ㅁ,0
5005,묘사,명,ㅁㅅ,1
3687,무,명,ㅁ,1
7767,무,명,ㅁ,1
2442,무게,명,ㅁㄱ,1
7240,무관심,명,ㅁㄱㅅ,0
6405,무궁화,명,ㅁㄱㅎ,1
2113,무기,명,ㅁㄱ,1
3277,무늬,명,ㅁㄴ,1
727,무대,명,ㅁㄷ,1
8367,무더위,명,ㅁㄷㅇ,1
3233,무덤,명,ㅁㄷ,0
3688,무료,명,ㅁㄹ,1
1637,무릎,명,ㅁㄹ,0
3468,무리,명,ㅁㄹ,1
2896,무리,명,ㅁㄹ,1
1533,무어,대,ㅁㅇ,1
135,무엇,대,ㅁㅇ,0
1201,무역,명,ㅁㅇ,0
1382,무용,명,ㅁㅇ,0
8369,무용가,명,ㅁㅇㄱ,1
10517,무지개,명,ㅁㅈㄱ,1
469,문,명,ㅁ,0
6225,문구,명,ㅁㄱ,1
6790,문밖,명,ㅁㅂ,0
10519,문법,명,ㅁㅂ,0
3147,문서,명,ㅁㅅ,1
2281,문자,명,ㅁㅈ,1
3278,문장,명,ㅁㅈ,0
53,문제,명,ㅁㅈ,1
1591,문제점,명,ㅁㅈㅈ,0
272,문학,명,ㅁㅎ,0
13326,문학적,명,ㅁㅎㅈ,0
73,문화,명,ㅁㅎ,1
1390,문화재,명,ㅁㅎㅈ,1
5007,문화적,명,ㅁㅎㅈ,0
165,물,명,ㅁ,0
1990,물가,명,ㅁㄱ,1
560,물건,명,ㅁㄱ,0
3234,물결,명,ㅁㄱ,0
3579,물고기,명,ㅁㄱㄱ,1
2443,물기,명,ㅁㄱ,1
1435,물론,명,ㅁㄹ,0
3407,물리학,명,ㅁㄹㅎ,0
2079,물속,명,ㅁㅅ,0
2897,물음,명,ㅁㅇ,0
912,물질,명,ㅁㅈ,0
6054,물질적,명,ㅁㅈㅈ,0
1461,물체,명,ㅁㅊ,1
108,뭐,대,ㅁ,1
6228,뭣,대,ㅁ,0
1025,미,명,ㅁ,1
5000,미국,고,ㅁㄱ,0
6585,미니,명,ㅁㄴ,1
2573,미디어,명,ㅁㄷㅇ,1
1298,미래,명,ㅁㄹ,1
6230,미만,명,ㅁㅁ,0
4601,미사일,명,ㅁㅅㅇ,0
1391,미소,명,ㅁㅅ,1
1600,미술,명,ㅁㅅ,0
3748,미술관,명,ㅁㅅㄱ,0
4424,미스,명,ㅁㅅ,1
11768,미역,명,ㅁㅇ,0
44499,미용실,명,ㅁㅇㅅ,0
7516,미움,명,ㅁㅇ,0
6056,미인,명,ㅁㅇ,0
4793,미팅,명,ㅁㅌ,0
5009,미혼,명,ㅁㅎ,0
1880,민간,명,ㅁㄱ,0
4693,민속,명,ㅁㅅ,0
334,민족,명,ㅁㅈ,0
2080,민주,명,ㅁㅈ,1
1991,민주주의,명,ㅁㅈㅈㅇ,1
1854,민주화,명,ㅁㅈㅎ,1
2924,믿음,명,ㅁㅇ,0
2625,밀가루,명,ㅁㄱㄹ,1
652,밑,명,ㅁ,0
4512,밑바닥,명,ㅁㅂㄷ,0
4794,바,명,ㅂ,1
7518,바가지,명,ㅂㄱㅈ,1
5488,바구니,명,ㅂㄱㄴ,1
2626,바깥,명,ㅂㄲ,0
5904,바깥쪽,명,ㅂㄲㅉ,0
7773,바나나,명,ㅂㄴㄴ,1
2524,바늘,명,ㅂㄴ,0
488,바다,명,ㅂㄷ,1
1327,바닥,명,ㅂㄷ,0
2959,바닷가,명,ㅂㄷㄱ,1
5754,바닷물,명,ㅂㄷㅁ,0
478,바람,명,ㅂㄹ,0
5210,바람,명,ㅂㄹ,0
2680,바보,명,ㅂㅂ,1
2382,바위,명,ㅂㅇ,1
6411,바이러스,명,ㅂㅇㄹㅅ,1
3928,바이올린,명,ㅂㅇㅇㄹ,0
2627,바지,명,ㅂㅈ,1
5615,바퀴,명,ㅂㅋ,1
1005,바탕,명,ㅂㅌ,0
1517,박물관,명,ㅂㅁㄱ,0
1377,박사,명,ㅂㅅ,1
3148,박수,명,ㅂㅅ,1
8375,박스,명,ㅂㅅ,1
257,밖,명,ㅂ,0
834,반,명,ㅂ,0
933,반,명,ㅂ,0
1218,반대,명,ㅂㄷ,1
9144,반대편,명,ㅂㄷㅍ,0
11775,반말,명,ㅂㅁ,0
1097,반면,명,ㅂㅁ,0
3351,반발,명,ㅂㅂ,0
3809,반성,명,ㅂㅅ,0
1309,반응,명,ㅂㅇ,0
2314,반장,명,ㅂㅈ,0
6059,반죽,명,ㅂㅈ,0
6060,반지,명,ㅂㅈ,1
3352,반찬,명,ㅂㅊ,0
7013,받침,명,ㅂㅊ,0
564,발,명,ㅂ,0
4602,발가락,명,ㅂㄱㄹ,0
3986,발걸음,명,ㅂㄱㅇ,0
2925,발견,명,ㅂㄱ,0
3987,발길,명,ㅂㄱ,0
7521,발끝,명,ㅂㄲ,0
1369,발달,명,ㅂㄷ,0
7776,발등,명,ㅂㄷ,0
3690,발레,명,ㅂㄹ,1
5211,발목,명,ㅂㅁ,0
9145,발바닥,명,ㅂㅂㄷ,0
2768,발생,명,ㅂㅅ,0
5491,발음,명,ㅂㅇ,0
4796,발자국,명,ㅂㅈㄱ,0
416,발전,명,ㅂㅈ,0
4274,발전,명,ㅂㅈ,0
9146,발톱,명,ㅂㅌ,0
1231,발표,명,ㅂㅍ,1
276,밤,명,ㅂ,0
6062,밤,명,ㅂ,0
10041,밤낮,명,ㅂㄴ,0
7778,밤새,명,ㅂㅅ,1
8076,밤색,명,ㅂㅅ,0
8754,밤중,명,ㅂㅈ,0
5351,밤하늘,명,ㅂㅎㄴ,0
353,밥,명,ㅂ,0
4426,밥그릇,명,ㅂㄱㄹ,0
8077,밥맛,명,ㅂㅁ,0
3235,밥상,명,ㅂㅅ,0
8381,밥솥,명,ㅂㅅ,0
318,방,명,ㅂ,0
6590,방면,명,ㅂㅁ,0
4427,방문,명,ㅂㅁ,0
1806,방문,명,ㅂㅁ,0
6413,방바닥,명,ㅂㅂㄷ,0
179,방법,명,ㅂㅂ,0
538,방송,명,ㅂㅅ,0
2004,방송국,명,ㅂㅅㄱ,0
5011,방송사,명,ㅂㅅㅅ,1
454,방식,명,ㅂㅅ,0
955,방안,명,ㅂㅇ,0
5213,방울,명,ㅂㅇ,0
5492,방울,명,ㅂㅇ,0
3353,방지,명,ㅂㅈ,1
1581,방학,명,ㅂㅎ,0
4275,방해,명,ㅂㅎ,1
484,방향,명,ㅂㅎ,0
1554,밭,명,ㅂ,0
850,배,명,ㅂ,1
462,배,명,ㅂ,1
5215,배,명,ㅂ,1
918,배,명,ㅂ,1
1214,배경,명,ㅂㄱ,0
10043,배구,명,ㅂㄱ,1
7523,배꼽,명,ㅂㄲ,0
7249,배달,명,ㅂㄷ,0
8756,배드민턴,명,ㅂㄷㅁㅌ,0
2197,배우,명,ㅂㅇ,1
8079,배우자,명,ㅂㅇㅈ,1
4129,배추,명,ㅂㅊ,1
20677,배추김치,명,ㅂㅊㄱㅊ,1
6063,배치,명,ㅂㅊ,1
15575,백,수,ㅂ,0
5000,백두산,고,ㅂㄷㅅ,0
6240,백색,명,ㅂㅅ,0
1601,백성,명,ㅂㅅ,0
6064,백인,명,ㅂㅇ,0
5000,백제,고,ㅂㅈ,1
1974,백화점,명,ㅂㅎㅈ,0
4897,뱀,명,ㅂ,0
2471,뱃사람,명,ㅂㅅㄹ,0
2383,버릇,명,ㅂㄹ,0
5906,버섯,명,ㅂㅅ,0
719,버스,명,ㅂㅅ,1
3470,버터,명,ㅂㅌ,1
8759,버튼,명,ㅂㅌ,0
5619,번개,명,ㅂㄱ,1
7250,번역,명,ㅂㅇ,0
9578,번지,명,ㅂㅈ,1
4276,번호,명,ㅂㅎ,1
5216,벌,명,ㅂ,0
3408,벌,명,ㅂ,0
4203,벌금,명,ㅂㄱ,0
3988,벌레,명,ㅂㄹ,1
1582,범위,명,ㅂㅇ,1
3001,범인,명,ㅂㅇ,0
1232,범죄,명,ㅂㅈ,1
603,법,명,ㅂ,0
1751,법률,명,ㅂㄹ,0
1881,법원,명,ㅂㅇ,0
6592,법적,명,ㅂㅈ,0
1219,법칙,명,ㅂㅊ,0
8388,베개,명,ㅂㄱ,1
5000,베이징(북경),고,ㅂㅇㅈ,0
6593,벤치,명,ㅂㅊ,1
8389,벨트,명,ㅂㅌ,1
4277,벼,명,ㅂ,1
1199,벽,명,ㅂ,0
5108,변경,명,ㅂㄱ,0
3002,변동,명,ㅂㄷ,0
5352,변명,명,ㅂㅁ,0
5755,변신,명,ㅂㅅ,0
3280,변호사,명,ㅂㅎㅅ,1
294,변화,명,ㅂㅎ,1
1346,별,명,ㅂ,0
2335,별도,명,ㅂㄷ,1
4345,별명,명,ㅂㅁ,0
7784,별일,명,ㅂㅇ,0
1306,병,명,ㅂ,0
1976,병,명,ㅂ,0
7524,병실,명,ㅂㅅ,0
10058,병아리,명,ㅂㅇㄹ,1
628,병원,명,ㅂㅇ,0
2926,보고,명,ㅂㄱ,1
2629,보고서,명,ㅂㄱㅅ,1
5217,보관,명,ㅂㄱ,0
4799,보너스,명,ㅂㄴㅅ,1
1855,보도,명,ㅂㄷ,1
16935,보라색,명,ㅂㄹㅅ,0
2682,보람,명,ㅂㄹ,0
5493,보름,명,ㅂㄹ,0
4515,보리,명,ㅂㄹ,1
3811,보상,명,ㅂㅅ,0
5911,보수,명,ㅂㅅ,1
6597,보수,명,ㅂㅅ,1
8768,보수적,명,ㅂㅅㅈ,0
5912,보안,명,ㅂㅇ,0
5353,보자기,명,ㅂㅈㄱ,1
3356,보장,명,ㅂㅈ,0
4346,보전,명,ㅂㅈ,0
4060,보조,명,ㅂㅈ,1
4607,보존,명,ㅂㅈ,0
1392,보통,명,ㅂㅌ,0
3472,보편적,명,ㅂㅍㅈ,0
2411,보험,명,ㅂㅎ,0
945,보호,명,ㅂㅎ,1
4205,복,명,ㅂ,0
2574,복도,명,ㅂㄷ,1
8085,복사,명,ㅂㅅ,1
23452,복사기,명,ㅂㅅㄱ,1
13378,복숭아,명,ㅂㅅㅇ,1
18638,복습,명,ㅂㅅ,0
10549,볶음,명,ㅂㅇ,0
8090,볶음밥,명,ㅂㅇㅂ,0
1592,본격적,명,ㅂㄱㅈ,0
2158,본래,명,ㅂㄹ,1
4516,본부,명,ㅂㅂ,1
6069,본사,명,ㅂㅅ,1
2831,본성,명,ㅂㅅ,0
4279,본인,명,ㅂㅇ,0
2128,본질,명,ㅂㅈ,0
3752,볼,명,ㅂ,0
10551,볼링,명,ㅂㄹ,0
6603,볼일,명,ㅂㅇ,0
9583,볼펜,명,ㅂㅍ,0
972,봄,명,ㅂ,0
4206,봉사,명,ㅂㅅ,1
5496,봉지,명,ㅂㅈ,1
2741,봉투,명,ㅂㅌ,1
5915,부,명,ㅂ,1
4517,부,명,ㅂ,1
2315,부근,명,ㅂㄱ,0
6605,부끄러움,명,ㅂㄲㄹㅇ,0
1202,부담,명,ㅂㄷ,0
2500,부대,명,ㅂㄷ,1
1574,부동산,명,ㅂㄷㅅ,0
665,부모,명,ㅂㅁ,1
1160,부모님,명,ㅂㅁㄴ,0
1547,부문,명,ㅂㅁ,0
977,부부,명,ㅂㅂ,1
291,부분,명,ㅂㅂ,0
3753,부분적,명,ㅂㅂㅈ,0
5000,부산,고,ㅂㅅ,0
5356,부상,명,ㅂㅅ,0
4207,부서,명,ㅂㅅ,1
2159,부엌,명,ㅂㅇ,0
2096,부위,명,ㅂㅇ,1
1619,부인,명,ㅂㅇ,0
7256,부인,명,ㅂㅇ,0
3150,부자,명,ㅂㅈ,1
2683,부작용,명,ㅂㅈㅇ,0
9167,부잣집,명,ㅂㅈㅈ,0
2413,부장,명,ㅂㅈ,0
5622,부재,명,ㅂㅈ,1
1154,부정,명,ㅂㅈ,0
3410,부정적,명,ㅂㅈㅈ,0
1869,부족,명,ㅂㅈ,0
1780,부족,명,ㅂㅈ,0
7789,부채,명,ㅂㅊ,1
2472,부처,명,ㅂㅊ,1
5757,부친,명,ㅂㅊ,0
3582,부탁,명,ㅂㅌ,0
3473,부품,명,ㅂㅍ,0
10070,부피,명,ㅂㅍ,1
3640,부회장,명,ㅂㅎㅈ,0
7023,북,명,ㅂ,0
3411,북부,명,ㅂㅂ,1
2179,북쪽,명,ㅂㅉ,0
5000,북한,고,ㅂㅎ,0
2595,분노,명,ㅂㄴ,1
3583,분량,명,ㅂㄹ,0
3412,분리,명,ㅂㄹ,1
959,분석,명,ㅂㅅ,0
517,분야,명,ㅂㅇ,1
425,분위기,명,ㅂㅇㄱ,1
33246,분필,명,ㅂㅍ,0
11819,분홍색,명,ㅂㅎㅅ,0
506,불,명,ㅂ,0
3754,불고기,명,ㅂㄱㄱ,1
567,불교,명,ㅂㄱ,1
4433,불꽃,명,ㅂㄲ,0
1807,불만,명,ㅂㅁ,0
1356,불법,명,ㅂㅂ,0
7791,불법,명,ㅂㅂ,0
2501,불빛,명,ㅂㅂ,0
1992,불안,명,ㅂㅇ,0
7026,불이익,명,ㅂㅇㅇ,0
4062,불편,명,ㅂㅍ,0
6813,불평,명,ㅂㅍ,0
3756,불행,명,ㅂㅎ,0
5760,브랜드,명,ㅂㄹㄷ,1
7795,블라우스,명,ㅂㄹㅇㅅ,1
592,비,명,ㅂ,1
8401,비,명,ㅂ,1
2596,비교,명,ㅂㄱ,1
2336,비극,명,ㅂㄱ,0
2684,비난,명,ㅂㄴ,0
6608,비누,명,ㅂㄴ,1
3039,비닐,명,ㅂㄴ,0
7262,비닐봉지,명,ㅂㄴㅂㅈ,1
10565,비둘기,명,ㅂㄷㄱ,1
1882,비디오,명,ㅂㄷㅇ,1
8781,비만,명,ㅂㅁ,0
3757,비명,명,ㅂㅁ,0
1357,비밀,명,ㅂㅁ,0
6249,비바람,명,ㅂㅂㄹ,0
13411,비빔밥,명,ㅂㅂㅂ,0
5500,비상,명,ㅂㅅ,0
5501,비서,명,ㅂㅅ,1
1170,비용,명,ㅂㅇ,0
3040,비율,명,ㅂㅇ,0
2528,비중,명,ㅂㅈ,0
6075,비타민,명,ㅂㅌㅁ,0
1314,비판,명,ㅂㅍ,0
7264,비판적,명,ㅂㅍㅈ,0
6609,비행,명,ㅂㅎ,0
3932,비행,명,ㅂㅎ,0
1171,비행기,명,ㅂㅎㄱ,1
7536,비행장,명,ㅂㅎㅈ,0
6076,빌딩,명,ㅂㄷ,0
23601,빗,명,ㅂ,0
4701,빗물,명,ㅂㅁ,0
8785,빗방울,명,ㅂㅂㅇ,0
6610,빗줄기,명,ㅂㅈㄱ,1
3813,빚,명,ㅂ,0
816,빛,명,ㅂ,0
3531,빛깔,명,ㅂㄲ,0
9605,빨간색,명,ㅃㄱㅅ,0
2632,빨래,명,ㅃㄹ,1
2130,빵,명,ㅃ,0
3532,뺨,명,ㅃ,0
2216,뼈,명,ㅃ,1
1179,뿌리,명,ㅃㄹ,1
11837,사,수,ㅅ,1
244,사건,명,ㅅㄱ,0
8407,사계절,명,ㅅㄱㅈ,0
691,사고,명,ㅅㄱ,1
1947,사고,명,ㅅㄱ,1
3237,사과,명,ㅅㄱ,1
4064,사과,명,ㅅㄱ,1
6251,사기,명,ㅅㄱ,1
5919,사나이,명,ㅅㄴㅇ,1
6426,사냥,명,ㅅㄴ,0
12,사람,명,ㅅㄹ,0
373,사랑,명,ㅅㄹ,0
1400,사례,명,ㅅㄹ,1
9611,사립,명,ㅅㄹ,0
5626,사망,명,ㅅㅁ,0
5921,사모님,명,ㅅㅁㄴ,0
5762,사무,명,ㅅㅁ,1
3870,사무소,명,ㅅㅁㅅ,1
1781,사무실,명,ㅅㅁㅅ,0
6253,사무직,명,ㅅㅁㅈ,0
1323,사물,명,ㅅㅁ,0
3533,사방,명,ㅅㅂ,0
5225,사상,명,ㅅㅅ,0
9612,사생활,명,ㅅㅅㅎ,0
2743,사설,명,ㅅㅅ,0
5114,사슴,명,ㅅㅅ,0
